model,accuracy,log_loss,brier
logistic_regression_numpy,0.6207729468599034,0.6496548843376035,0.228957546406916
higher_win_pct_rule,0.605475040257649,0.6693542101440414,0.2382045088566828
better_recent_form_rule,0.5789049919484702,0.6782100061987296,0.24258454106280194
higher_elo_rule,0.5539452495974235,0.6914858355918418,0.2491143317230274
majority_class,0.501610305958132,0.6932160871097147,0.25003444821407783
higher_experience_rule,0.4500805152979066,0.7307333969383439,0.2684782608695652
